"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4292","Verify Open Graph title","tests","2026-06-18","passed","2026-06-18","","test_meta_tegs","",""
"","4236","Verify Open Graph URL","tests","2026-06-18","passed","2026-06-18","","test_meta_tegs","",""
"","5054","Verify homepage opens successfully","tests","2026-06-18","passed","2026-06-18","","test_homepage","",""
"","4504","Verify navigation menu and links","tests","2026-06-18","passed","2026-06-18","","test_navigation","",""
"","8198","Verify interactive map search by ZIP postal code","tests","2026-06-18","passed","2026-06-18","","test_pickup_points","",""
"","12788","Verify invalid tracking number","tests","2026-06-18","passed","2026-06-18","","test_tracking","",""
"","8283","Verify interactive map search by city name","tests","2026-06-18","passed","2026-06-18","","test_pickup_points","",""
"","4440","Verify page title","tests","2026-06-18","passed","2026-06-18","","test_meta_tegs","",""
"","6865","Verify pickup points map page opens successfully","tests","2026-06-18","passed","2026-06-18","","test_pickup_points","",""
"","4637","Verify language selector works","tests","2026-06-18","passed","2026-06-18","","test_language_switch","",""
"","4095","Verify 404 page is displayed","tests","2026-06-18","passed","2026-06-18","","test_404","",""
"","37480","Verify geolocation and map filters","tests","2026-06-18","broken","2026-06-18","","test_map_features","",""
"","12964","Verify shipment tracking history","tests","2026-06-18","passed","2026-06-18","","test_tracking","",""
"","4424","Verify meta description","tests","2026-06-18","passed","2026-06-18","","test_meta_tegs","",""
"","7788","Verify map search input field is displayed","tests","2026-06-18","passed","2026-06-18","","test_pickup_points","",""
"","13001","Verify tracking search with letters and symbols","tests","2026-06-18","passed","2026-06-18","","test_tracking","",""
"","4315","Verify Open Graph description","tests","2026-06-18","passed","2026-06-18","","test_meta_tegs","",""
